"client_account_id","date","event_name","manager_id","manager_nickname"
493,"2022-02-17",first_touch,3.0,Joe Biden
494,"2022-04-18",first_touch,1.0,Justin Beiber
495,"2022-01-19",first_touch,3.0,Joe Biden
496,"2022-02-10",first_touch,3.0,Joe Biden
497,"2022-02-01",first_touch,3.0,Joe Biden
497,"2022-01-05",deal,2.0,Kylie Jenner
498,"2022-01-25",first_touch,3.0,Joe Biden
499,"2021-10-08",first_touch,2.0,Kylie Jenner
500,"2021-08-01",first_touch,3.0,Joe Biden
500,"2022-03-09",deal,3.0,Joe Biden
501,"2021-12-22",first_touch,3.0,Joe Biden
502,"2022-02-06",first_touch,3.0,Joe Biden
503,"2022-05-30",first_touch,1.0,Justin Beiber
504,"2022-02-05",first_touch,3.0,Joe Biden
505,"2021-07-08",first_touch,3.0,Joe Biden
506,"2021-10-21",first_touch,3.0,Joe Biden
507,"2021-12-27",first_touch,2.0,Kylie Jenner
508,"2022-05-17",first_touch,3.0,Joe Biden
509,"2021-08-22",first_touch,3.0,Joe Biden
510,"2022-03-08",first_touch,1.0,Justin Beiber
511,"2021-09-25",first_touch,2.0,Kylie Jenner
512,"2021-07-18",first_touch,3.0,Joe Biden
513,"2021-12-17",first_touch,2.0,Kylie Jenner
514,"2022-03-15",first_touch,1.0,Justin Beiber
515,"2022-01-23",first_touch,1.0,Justin Beiber
516,"2021-11-29",first_touch,3.0,Joe Biden
517,"2022-05-06",first_touch,1.0,Justin Beiber
518,"2022-02-18",first_touch,2.0,Kylie Jenner
519,"2022-04-09",first_touch,3.0,Joe Biden
520,"2022-01-15",first_touch,1.0,Justin Beiber
521,"2022-04-04",first_touch,3.0,Joe Biden
522,"2022-04-05",first_touch,3.0,Joe Biden
523,"2021-12-22",first_touch,2.0,Kylie Jenner
524,"2022-05-17",first_touch,2.0,Kylie Jenner
525,"2022-04-15",first_touch,2.0,Kylie Jenner
526,"2022-01-13",first_touch,1.0,Justin Beiber
527,"2021-10-05",first_touch,2.0,Kylie Jenner
528,"2022-04-14",first_touch,3.0,Joe Biden
529,"2022-05-18",first_touch,1.0,Justin Beiber
530,"2022-05-15",first_touch,1.0,Justin Beiber
531,"2021-11-11",first_touch,3.0,Joe Biden
532,"2022-05-02",first_touch,2.0,Kylie Jenner
533,"2022-02-27",first_touch,1.0,Justin Beiber
534,"2022-02-23",first_touch,3.0,Joe Biden
535,"2022-03-12",first_touch,1.0,Justin Beiber
536,"2022-03-09",first_touch,2.0,Kylie Jenner
537,"2022-01-02",first_touch,2.0,Kylie Jenner
538,"2022-03-26",first_touch,1.0,Justin Beiber
539,"2022-03-24",first_touch,1.0,Justin Beiber
540,"2021-11-22",first_touch,2.0,Kylie Jenner
541,"2022-03-16",first_touch,2.0,Kylie Jenner
542,"2022-05-01",first_touch,3.0,Joe Biden
543,"2022-05-29",first_touch,2.0,Kylie Jenner
544,"2021-09-15",first_touch,2.0,Kylie Jenner
545,"2021-12-01",first_touch,2.0,Kylie Jenner
546,"2021-11-24",first_touch,2.0,Kylie Jenner
547,"2021-12-04",first_touch,3.0,Joe Biden
548,"2022-06-02",first_touch,2.0,Kylie Jenner
549,"2022-01-24",first_touch,2.0,Kylie Jenner
550,"2021-09-04",first_touch,3.0,Joe Biden
551,"2021-10-21",first_touch,3.0,Joe Biden
552,"2022-03-23",first_touch,3.0,Joe Biden
553,"2022-02-25",first_touch,1.0,Justin Beiber
554,"2021-10-13",first_touch,2.0,Kylie Jenner
555,"2021-12-19",first_touch,2.0,Kylie Jenner
556,"2022-04-30",first_touch,2.0,Kylie Jenner
557,"2022-01-01",first_touch,2.0,Kylie Jenner
558,"2021-06-15",first_touch,3.0,Joe Biden
559,"2022-04-30",first_touch,1.0,Justin Beiber
560,"2021-11-26",first_touch,2.0,Kylie Jenner
561,"2022-04-12",first_touch,1.0,Justin Beiber
562,"2022-02-04",first_touch,3.0,Joe Biden
563,"2022-05-31",first_touch,1.0,Justin Beiber
564,"2022-04-09",first_touch,3.0,Joe Biden
565,"2022-05-09",first_touch,1.0,Justin Beiber
566,"2021-10-10",first_touch,2.0,Kylie Jenner
567,"2022-02-04",first_touch,2.0,Kylie Jenner
568,"2022-04-07",first_touch,1.0,Justin Beiber
569,"2021-10-15",first_touch,3.0,Joe Biden
570,"2022-04-15",first_touch,1.0,Justin Beiber
571,"2021-07-06",first_touch,3.0,Joe Biden
572,"2022-03-04",first_touch,3.0,Joe Biden
573,"2021-09-29",first_touch,3.0,Joe Biden
574,"2022-03-19",first_touch,2.0,Kylie Jenner
575,"2022-02-19",first_touch,3.0,Joe Biden
576,"2021-12-10",first_touch,3.0,Joe Biden
577,"2021-07-14",first_touch,3.0,Joe Biden
578,"2021-11-03",first_touch,3.0,Joe Biden
578,"2022-02-26",deal,3.0,Joe Biden
579,"2022-01-02",first_touch,3.0,Joe Biden
580,"2021-10-04",first_touch,3.0,Joe Biden
581,"2022-02-28",first_touch,1.0,Justin Beiber
582,"2022-03-16",first_touch,1.0,Justin Beiber
583,"2022-03-22",first_touch,2.0,Kylie Jenner
584,"2022-05-02",first_touch,3.0,Joe Biden
585,"2021-10-31",first_touch,2.0,Kylie Jenner
586,"2021-06-19",first_touch,3.0,Joe Biden
587,"2021-11-09",first_touch,3.0,Joe Biden
588,"2022-05-25",first_touch,2.0,Kylie Jenner
589,"2022-04-30",first_touch,3.0,Joe Biden
590,"2022-05-12",first_touch,1.0,Justin Beiber
591,"2021-12-15",first_touch,2.0,Kylie Jenner
592,"2021-11-01",first_touch,2.0,Kylie Jenner
593,"2021-05-20",first_touch,3.0,Joe Biden
594,"2022-03-19",first_touch,1.0,Justin Beiber
595,"2022-04-21",first_touch,1.0,Justin Beiber
595,"2022-04-23",deal,1.0,Justin Beiber
596,"2022-01-21",first_touch,3.0,Joe Biden
596,"2021-10-13",deal,3.0,Joe Biden
597,"2022-06-01",first_touch,1.0,Justin Beiber
598,"2022-04-14",first_touch,1.0,Justin Beiber
599,"2022-06-02",first_touch,2.0,Kylie Jenner
600,"2022-01-24",first_touch,1.0,Justin Beiber
601,"2022-01-04",first_touch,2.0,Kylie Jenner
602,"2022-03-26",first_touch,1.0,Justin Beiber
603,"2021-12-05",first_touch,3.0,Joe Biden
604,"2022-02-24",first_touch,1.0,Justin Beiber
605,"2021-10-12",first_touch,3.0,Joe Biden
605,"2022-05-15",deal,2.0,Kylie Jenner
606,"2022-05-04",first_touch,1.0,Justin Beiber
607,"2021-12-18",first_touch,3.0,Joe Biden
608,"2022-03-19",first_touch,3.0,Joe Biden
609,"2022-02-19",first_touch,2.0,Kylie Jenner
610,"2021-10-19",first_touch,3.0,Joe Biden
610,"2021-09-23",deal,3.0,Joe Biden
611,"2021-08-31",first_touch,3.0,Joe Biden
612,"2022-04-06",first_touch,1.0,Justin Beiber
613,"2022-02-16",first_touch,3.0,Joe Biden
614,"2021-12-19",first_touch,2.0,Kylie Jenner
615,"2021-06-29",first_touch,3.0,Joe Biden
616,"2022-01-28",first_touch,2.0,Kylie Jenner
617,"2021-09-13",first_touch,2.0,Kylie Jenner
618,"2022-02-21",first_touch,3.0,Joe Biden
619,"2022-02-25",first_touch,3.0,Joe Biden
620,"2021-06-12",first_touch,3.0,Joe Biden
621,"2022-01-18",first_touch,1.0,Justin Beiber
622,"2022-04-28",first_touch,1.0,Justin Beiber
623,"2022-02-17",first_touch,2.0,Kylie Jenner
624,"2022-03-27",first_touch,3.0,Joe Biden
625,"2022-01-07",first_touch,2.0,Kylie Jenner
626,"2021-11-28",first_touch,3.0,Joe Biden
627,"2021-11-21",first_touch,2.0,Kylie Jenner
628,"2022-02-26",first_touch,2.0,Kylie Jenner
629,"2022-05-26",first_touch,1.0,Justin Beiber
630,"2021-08-06",first_touch,3.0,Joe Biden
631,"2022-01-25",first_touch,2.0,Kylie Jenner
632,"2021-10-26",first_touch,2.0,Kylie Jenner
633,"2022-02-22",first_touch,1.0,Justin Beiber
634,"2021-11-25",first_touch,2.0,Kylie Jenner
635,"2021-11-18",first_touch,2.0,Kylie Jenner
636,"2022-03-09",first_touch,1.0,Justin Beiber
637,"2021-12-22",first_touch,2.0,Kylie Jenner
638,"2022-04-29",first_touch,2.0,Kylie Jenner
639,"2022-02-08",first_touch,2.0,Kylie Jenner
640,"2021-09-19",first_touch,2.0,Kylie Jenner
641,"2022-04-12",first_touch,3.0,Joe Biden
642,"2022-01-29",first_touch,2.0,Kylie Jenner
643,"2021-10-15",first_touch,2.0,Kylie Jenner
644,"2021-08-26",first_touch,3.0,Joe Biden
645,"2022-02-11",first_touch,1.0,Justin Beiber
646,"2021-12-08",first_touch,2.0,Kylie Jenner
647,"2021-07-04",first_touch,3.0,Joe Biden
648,"2022-01-30",first_touch,1.0,Justin Beiber
649,"2022-01-26",first_touch,2.0,Kylie Jenner
650,"2022-02-01",first_touch,1.0,Justin Beiber
651,"2021-06-27",first_touch,3.0,Joe Biden
652,"2022-05-19",first_touch,2.0,Kylie Jenner
653,"2021-12-18",first_touch,3.0,Joe Biden
654,"2022-02-17",first_touch,1.0,Justin Beiber
655,"2022-04-17",first_touch,1.0,Justin Beiber
656,"2022-04-28",first_touch,1.0,Justin Beiber
656,"2022-04-16",deal,2.0,Kylie Jenner
657,"2021-12-25",first_touch,2.0,Kylie Jenner
658,"2022-05-31",first_touch,1.0,Justin Beiber
659,"2021-05-16",first_touch,3.0,Joe Biden
659,"2022-05-12",deal,1.0,Justin Beiber
660,"2022-04-26",first_touch,2.0,Kylie Jenner
661,"2021-10-26",first_touch,2.0,Kylie Jenner
662,"2022-05-27",first_touch,1.0,Justin Beiber
663,"2021-10-19",first_touch,2.0,Kylie Jenner
664,"2022-03-15",first_touch,1.0,Justin Beiber
665,"2022-03-05",first_touch,3.0,Joe Biden
666,"2022-05-25",first_touch,2.0,Kylie Jenner
667,"2022-04-12",first_touch,3.0,Joe Biden
668,"2021-10-05",first_touch,2.0,Kylie Jenner
669,"2022-04-23",first_touch,3.0,Joe Biden
670,"2022-03-24",first_touch,2.0,Kylie Jenner
671,"2022-01-21",first_touch,1.0,Justin Beiber
672,"2022-03-12",first_touch,3.0,Joe Biden
673,"2021-09-17",first_touch,2.0,Kylie Jenner
674,"2022-05-27",first_touch,2.0,Kylie Jenner
675,"2022-02-02",first_touch,2.0,Kylie Jenner
676,"2022-03-29",first_touch,2.0,Kylie Jenner
677,"2021-10-27",first_touch,3.0,Joe Biden
678,"2021-09-29",first_touch,2.0,Kylie Jenner
679,"2022-02-01",first_touch,1.0,Justin Beiber
680,"2021-10-26",first_touch,2.0,Kylie Jenner
680,"2022-04-22",deal,2.0,Kylie Jenner
681,"2021-11-25",first_touch,2.0,Kylie Jenner
682,"2022-04-24",first_touch,3.0,Joe Biden
683,"2021-09-29",first_touch,3.0,Joe Biden
684,"2022-05-11",first_touch,1.0,Justin Beiber
685,"2022-01-24",first_touch,1.0,Justin Beiber
686,"2022-02-10",first_touch,3.0,Joe Biden
687,"2021-10-03",first_touch,2.0,Kylie Jenner
687,"2021-09-29",deal,3.0,Joe Biden
688,"2022-02-01",first_touch,1.0,Justin Beiber
689,"2022-02-18",first_touch,2.0,Kylie Jenner
690,"2022-05-15",first_touch,1.0,Justin Beiber
691,"2022-01-02",first_touch,3.0,Joe Biden
692,"2022-02-10",first_touch,2.0,Kylie Jenner
693,"2022-05-22",first_touch,1.0,Justin Beiber
694,"2022-03-14",first_touch,3.0,Joe Biden
695,"2021-07-31",first_touch,3.0,Joe Biden
696,"2022-03-10",first_touch,1.0,Justin Beiber
697,"2022-03-16",first_touch,1.0,Justin Beiber
698,"2022-04-04",first_touch,1.0,Justin Beiber
699,"2021-12-04",first_touch,2.0,Kylie Jenner
700,"2022-03-07",first_touch,1.0,Justin Beiber
701,"2021-11-12",first_touch,2.0,Kylie Jenner
702,"2021-10-12",first_touch,3.0,Joe Biden
703,"2022-05-27",first_touch,3.0,Joe Biden
704,"2022-01-11",first_touch,3.0,Joe Biden
705,"2022-04-26",first_touch,2.0,Kylie Jenner
706,"2021-08-30",first_touch,3.0,Joe Biden
707,"2021-09-14",first_touch,2.0,Kylie Jenner
708,"2021-10-23",first_touch,2.0,Kylie Jenner
709,"2022-03-04",first_touch,1.0,Justin Beiber
710,"2022-05-17",first_touch,3.0,Joe Biden
711,"2022-03-16",first_touch,2.0,Kylie Jenner
712,"2021-12-06",first_touch,3.0,Joe Biden
713,"2022-02-24",first_touch,1.0,Justin Beiber
714,"2022-05-05",first_touch,1.0,Justin Beiber
715,"2021-08-24",first_touch,3.0,Joe Biden
716,"2021-10-20",first_touch,3.0,Joe Biden
717,"2021-12-24",first_touch,3.0,Joe Biden
718,"2022-01-17",first_touch,2.0,Kylie Jenner
718,"2021-09-15",deal,3.0,Joe Biden
719,"2021-12-17",first_touch,3.0,Joe Biden
720,"2021-12-09",first_touch,2.0,Kylie Jenner
721,"2021-07-28",first_touch,3.0,Joe Biden
722,"2022-03-19",first_touch,3.0,Joe Biden
723,"2022-05-03",first_touch,2.0,Kylie Jenner
724,"2022-05-15",first_touch,1.0,Justin Beiber
725,"2021-11-09",first_touch,2.0,Kylie Jenner
726,"2022-04-02",first_touch,1.0,Justin Beiber
727,"2021-06-29",first_touch,3.0,Joe Biden
728,"2022-05-20",first_touch,2.0,Kylie Jenner
729,"2021-09-11",first_touch,3.0,Joe Biden
730,"2022-05-15",first_touch,1.0,Justin Beiber
731,"2021-08-04",first_touch,3.0,Joe Biden
732,"2022-01-28",first_touch,1.0,Justin Beiber
733,"2021-09-29",first_touch,3.0,Joe Biden
734,"2021-07-11",first_touch,3.0,Joe Biden
735,"2022-03-17",first_touch,1.0,Justin Beiber
736,"2022-01-10",first_touch,1.0,Justin Beiber
737,"2022-05-26",first_touch,1.0,Justin Beiber
738,"2021-12-30",first_touch,2.0,Kylie Jenner
739,"2022-04-28",first_touch,1.0,Justin Beiber
739,"2022-04-09",deal,3.0,Joe Biden
740,"2021-10-24",first_touch,2.0,Kylie Jenner
741,"2022-05-01",first_touch,3.0,Joe Biden
742,"2022-02-13",first_touch,2.0,Kylie Jenner
743,"2021-12-31",first_touch,3.0,Joe Biden
744,"2021-10-25",first_touch,2.0,Kylie Jenner
745,"2021-09-24",first_touch,2.0,Kylie Jenner
746,"2021-08-26",first_touch,3.0,Joe Biden
747,"2021-10-06",first_touch,2.0,Kylie Jenner
747,"2022-05-15",deal,3.0,Joe Biden
748,"2022-04-06",first_touch,2.0,Kylie Jenner
748,"2022-05-29",deal,1.0,Justin Beiber
749,"2021-12-17",first_touch,2.0,Kylie Jenner
750,"2022-04-16",first_touch,3.0,Joe Biden
751,"2022-06-02",first_touch,1.0,Justin Beiber
752,"2022-02-19",first_touch,3.0,Joe Biden
753,"2021-10-14",first_touch,2.0,Kylie Jenner
754,"2022-02-19",first_touch,2.0,Kylie Jenner
755,"2022-01-20",first_touch,1.0,Justin Beiber
756,"2022-05-29",first_touch,2.0,Kylie Jenner
757,"2022-05-17",first_touch,1.0,Justin Beiber
758,"2022-03-26",first_touch,2.0,Kylie Jenner
758,"2021-11-28",deal,3.0,Joe Biden
759,"2022-01-18",first_touch,3.0,Joe Biden
760,"2022-05-01",first_touch,3.0,Joe Biden
761,"2022-05-13",first_touch,2.0,Kylie Jenner
762,"2022-03-22",first_touch,1.0,Justin Beiber
763,"2022-03-17",first_touch,2.0,Kylie Jenner
764,"2022-04-26",first_touch,1.0,Justin Beiber
765,"2022-02-04",first_touch,1.0,Justin Beiber
766,"2021-06-15",first_touch,3.0,Joe Biden
767,"2022-05-11",first_touch,2.0,Kylie Jenner
768,"2022-06-01",first_touch,1.0,Justin Beiber
769,"2022-03-23",first_touch,2.0,Kylie Jenner
770,"2021-10-12",first_touch,3.0,Joe Biden
771,"2022-05-28",first_touch,2.0,Kylie Jenner
772,"2021-08-07",first_touch,3.0,Joe Biden
773,"2021-06-14",first_touch,3.0,Joe Biden
774,"2022-02-11",first_touch,2.0,Kylie Jenner
775,"2022-05-07",first_touch,3.0,Joe Biden
776,"2021-10-14",first_touch,2.0,Kylie Jenner
777,"2021-12-17",first_touch,2.0,Kylie Jenner
777,"2022-04-05",deal,1.0,Justin Beiber
778,"2021-12-26",first_touch,3.0,Joe Biden
779,"2021-08-28",first_touch,3.0,Joe Biden
780,"2022-01-16",first_touch,1.0,Justin Beiber
781,"2021-06-06",first_touch,3.0,Joe Biden
781,"2022-04-17",deal,1.0,Justin Beiber
782,"2021-08-13",first_touch,3.0,Joe Biden
783,"2021-08-14",first_touch,3.0,Joe Biden
784,"2021-08-27",first_touch,3.0,Joe Biden
785,"2022-02-20",first_touch,1.0,Justin Beiber
786,"2022-02-07",first_touch,1.0,Justin Beiber
787,"2021-08-30",first_touch,3.0,Joe Biden
788,"2022-06-03",first_touch,2.0,Kylie Jenner
789,"2021-12-08",first_touch,2.0,Kylie Jenner
790,"2021-09-16",first_touch,3.0,Joe Biden
791,"2021-10-18",first_touch,2.0,Kylie Jenner
792,"2021-12-03",first_touch,3.0,Joe Biden
793,"2022-05-10",first_touch,1.0,Justin Beiber
794,"2022-02-24",first_touch,3.0,Joe Biden
795,"2021-08-02",first_touch,3.0,Joe Biden
796,"2022-03-14",first_touch,1.0,Justin Beiber
797,"2022-05-25",first_touch,2.0,Kylie Jenner
797,"2022-05-17",deal,2.0,Kylie Jenner
798,"2022-01-02",first_touch,2.0,Kylie Jenner
799,"2021-12-27",first_touch,3.0,Joe Biden
800,"2022-03-17",first_touch,3.0,Joe Biden
801,"2022-04-23",first_touch,1.0,Justin Beiber
801,"2022-04-02",deal,2.0,Kylie Jenner
802,"2022-02-10",first_touch,3.0,Joe Biden
803,"2022-03-07",first_touch,1.0,Justin Beiber
803,"2022-04-09",deal,1.0,Justin Beiber
804,"2021-07-21",first_touch,3.0,Joe Biden
805,"2021-06-23",first_touch,3.0,Joe Biden
806,"2021-09-21",first_touch,3.0,Joe Biden
807,"2022-04-14",first_touch,2.0,Kylie Jenner
807,"2022-05-23",deal,1.0,Justin Beiber
808,"2021-09-28",first_touch,2.0,Kylie Jenner
809,"2022-01-21",first_touch,2.0,Kylie Jenner
810,"2021-11-01",first_touch,3.0,Joe Biden
811,"2021-10-23",first_touch,2.0,Kylie Jenner
812,"2021-10-12",first_touch,3.0,Joe Biden
813,"2021-06-01",first_touch,3.0,Joe Biden
814,"2022-03-22",first_touch,1.0,Justin Beiber
815,"2022-01-16",first_touch,1.0,Justin Beiber
816,"2021-07-15",first_touch,3.0,Joe Biden
817,"2022-01-12",first_touch,3.0,Joe Biden
818,"2022-01-15",first_touch,1.0,Justin Beiber
819,"2022-05-19",first_touch,1.0,Justin Beiber
820,"2022-01-14",first_touch,1.0,Justin Beiber
821,"2022-03-24",first_touch,2.0,Kylie Jenner
822,"2021-10-13",first_touch,3.0,Joe Biden
823,"2021-07-20",first_touch,3.0,Joe Biden
824,"2022-01-16",first_touch,3.0,Joe Biden
825,"2022-05-28",first_touch,1.0,Justin Beiber
826,"2022-06-01",first_touch,2.0,Kylie Jenner
827,"2022-06-01",first_touch,3.0,Joe Biden
828,"2022-04-13",first_touch,1.0,Justin Beiber
829,"2021-12-23",first_touch,2.0,Kylie Jenner
830,"2021-10-11",first_touch,2.0,Kylie Jenner
831,"2022-02-17",first_touch,1.0,Justin Beiber
832,"2021-12-07",first_touch,3.0,Joe Biden
833,"2021-08-01",first_touch,3.0,Joe Biden
834,"2021-10-08",first_touch,2.0,Kylie Jenner
834,"2022-04-07",deal,1.0,Justin Beiber
835,"2021-09-28",first_touch,3.0,Joe Biden
836,"2021-09-19",first_touch,2.0,Kylie Jenner
837,"2022-03-12",first_touch,3.0,Joe Biden
838,"2021-09-15",first_touch,2.0,Kylie Jenner
839,"2022-05-17",first_touch,1.0,Justin Beiber
839,"2022-04-20",deal,1.0,Justin Beiber
840,"2022-05-13",first_touch,1.0,Justin Beiber
841,"2022-05-14",first_touch,3.0,Joe Biden
842,"2021-07-06",first_touch,3.0,Joe Biden
843,"2021-12-18",first_touch,2.0,Kylie Jenner
844,"2022-03-18",first_touch,2.0,Kylie Jenner
845,"2022-01-24",first_touch,1.0,Justin Beiber
846,"2022-05-29",first_touch,2.0,Kylie Jenner
847,"2022-02-11",first_touch,2.0,Kylie Jenner
847,"2022-05-09",deal,3.0,Joe Biden
848,"2022-01-23",first_touch,3.0,Joe Biden
849,"2022-04-03",first_touch,2.0,Kylie Jenner
850,"2022-03-19",first_touch,2.0,Kylie Jenner
851,"2022-01-25",first_touch,1.0,Justin Beiber
852,"2021-11-21",first_touch,3.0,Joe Biden
853,"2022-03-05",first_touch,2.0,Kylie Jenner
854,"2022-03-04",first_touch,1.0,Justin Beiber
855,"2022-03-06",first_touch,1.0,Justin Beiber
856,"2022-04-19",first_touch,3.0,Joe Biden
857,"2021-06-15",first_touch,3.0,Joe Biden
858,"2022-05-25",first_touch,3.0,Joe Biden
859,"2021-08-01",first_touch,3.0,Joe Biden
860,"2022-01-14",first_touch,1.0,Justin Beiber
861,"2021-12-08",first_touch,3.0,Joe Biden
862,"2022-01-21",first_touch,1.0,Justin Beiber
863,"2022-01-22",first_touch,1.0,Justin Beiber
864,"2022-05-21",first_touch,1.0,Justin Beiber
865,"2022-04-01",first_touch,3.0,Joe Biden
866,"2022-06-03",first_touch,1.0,Justin Beiber
867,"2021-09-23",first_touch,3.0,Joe Biden
868,"2022-02-07",first_touch,2.0,Kylie Jenner
869,"2021-08-16",first_touch,3.0,Joe Biden
870,"2021-05-27",first_touch,3.0,Joe Biden
871,"2021-07-05",first_touch,3.0,Joe Biden
871,"2022-04-09",deal,1.0,Justin Beiber
872,"2021-12-31",first_touch,2.0,Kylie Jenner
873,"2022-05-09",first_touch,2.0,Kylie Jenner
874,"2022-01-31",first_touch,3.0,Joe Biden
875,"2021-07-03",first_touch,3.0,Joe Biden
876,"2022-04-13",first_touch,2.0,Kylie Jenner
877,"2021-07-07",first_touch,3.0,Joe Biden
878,"2022-05-17",first_touch,1.0,Justin Beiber
879,"2022-03-09",first_touch,1.0,Justin Beiber
880,"2021-09-09",first_touch,3.0,Joe Biden
881,"2022-04-12",first_touch,2.0,Kylie Jenner
882,"2022-04-28",first_touch,3.0,Joe Biden
883,"2021-12-07",first_touch,3.0,Joe Biden
884,"2022-05-12",first_touch,1.0,Justin Beiber
885,"2022-02-14",first_touch,3.0,Joe Biden
886,"2022-05-09",first_touch,2.0,Kylie Jenner
887,"2022-04-07",first_touch,2.0,Kylie Jenner
888,"2022-04-22",first_touch,1.0,Justin Beiber
889,"2021-11-16",first_touch,3.0,Joe Biden
890,"2022-05-30",first_touch,2.0,Kylie Jenner
891,"2022-04-15",first_touch,2.0,Kylie Jenner
892,"2021-11-03",first_touch,3.0,Joe Biden
893,"2021-06-26",first_touch,3.0,Joe Biden
894,"2021-10-08",first_touch,2.0,Kylie Jenner
895,"2022-04-22",first_touch,1.0,Justin Beiber
896,"2021-07-28",first_touch,3.0,Joe Biden
897,"2021-11-13",first_touch,3.0,Joe Biden
898,"2021-10-18",first_touch,3.0,Joe Biden
899,"2022-04-01",first_touch,2.0,Kylie Jenner
900,"2021-09-08",first_touch,3.0,Joe Biden
901,"2022-05-01",first_touch,1.0,Justin Beiber
902,"2021-09-30",first_touch,3.0,Joe Biden
903,"2022-01-11",first_touch,1.0,Justin Beiber
904,"2022-01-17",first_touch,3.0,Joe Biden
905,"2022-03-24",first_touch,3.0,Joe Biden
906,"2022-04-26",first_touch,2.0,Kylie Jenner
907,"2022-04-10",first_touch,2.0,Kylie Jenner
908,"2022-03-04",first_touch,3.0,Joe Biden
909,"2022-04-07",first_touch,3.0,Joe Biden
910,"2021-11-21",first_touch,3.0,Joe Biden
911,"2022-02-10",first_touch,1.0,Justin Beiber
912,"2022-01-26",first_touch,1.0,Justin Beiber
913,"2022-01-11",first_touch,2.0,Kylie Jenner
914,"2022-02-03",first_touch,2.0,Kylie Jenner
915,"2022-04-03",first_touch,1.0,Justin Beiber
916,"2022-03-17",first_touch,3.0,Joe Biden
917,"2022-05-17",first_touch,2.0,Kylie Jenner
917,"2022-02-04",deal,2.0,Kylie Jenner
918,"2021-05-29",first_touch,3.0,Joe Biden
919,"2022-03-16",first_touch,2.0,Kylie Jenner
920,"2022-03-05",first_touch,2.0,Kylie Jenner
921,"2022-05-08",first_touch,3.0,Joe Biden
922,"2022-03-06",first_touch,2.0,Kylie Jenner
923,"2022-02-17",first_touch,3.0,Joe Biden
924,"2021-11-24",first_touch,2.0,Kylie Jenner
925,"2021-12-12",first_touch,2.0,Kylie Jenner
926,"2021-11-09",first_touch,3.0,Joe Biden
927,"2021-07-25",first_touch,3.0,Joe Biden
928,"2022-04-17",first_touch,3.0,Joe Biden
929,"2022-05-25",first_touch,2.0,Kylie Jenner
930,"2022-01-20",first_touch,3.0,Joe Biden
931,"2021-10-23",first_touch,3.0,Joe Biden
932,"2022-02-03",first_touch,1.0,Justin Beiber
933,"2021-08-21",first_touch,3.0,Joe Biden
934,"2022-02-13",first_touch,1.0,Justin Beiber
935,"2022-03-16",first_touch,3.0,Joe Biden
936,"2022-04-13",first_touch,1.0,Justin Beiber
937,"2021-12-10",first_touch,2.0,Kylie Jenner
937,"2021-10-19",deal,3.0,Joe Biden
938,"2022-04-07",first_touch,2.0,Kylie Jenner
939,"2022-01-15",first_touch,1.0,Justin Beiber
940,"2022-03-07",first_touch,3.0,Joe Biden
941,"2022-03-01",first_touch,1.0,Justin Beiber
942,"2022-02-28",first_touch,2.0,Kylie Jenner
943,"2022-03-08",first_touch,1.0,Justin Beiber
944,"2022-03-19",first_touch,2.0,Kylie Jenner
945,"2021-10-01",first_touch,2.0,Kylie Jenner
946,"2022-03-13",first_touch,3.0,Joe Biden
947,"2021-12-12",first_touch,3.0,Joe Biden
948,"2022-04-19",first_touch,1.0,Justin Beiber
949,"2022-05-07",first_touch,3.0,Joe Biden
950,"2022-05-07",first_touch,2.0,Kylie Jenner
951,"2021-07-29",first_touch,3.0,Joe Biden
952,"2021-10-08",first_touch,2.0,Kylie Jenner
953,"2022-05-30",first_touch,1.0,Justin Beiber
954,"2021-07-23",first_touch,3.0,Joe Biden
955,"2022-03-17",first_touch,1.0,Justin Beiber
956,"2021-09-14",first_touch,2.0,Kylie Jenner
956,"2022-05-20",deal,3.0,Joe Biden
957,"2021-12-23",first_touch,2.0,Kylie Jenner
958,"2022-02-25",first_touch,2.0,Kylie Jenner
959,"2021-06-14",first_touch,3.0,Joe Biden
960,"2022-05-12",first_touch,1.0,Justin Beiber
960,"2022-05-07",deal,3.0,Joe Biden
961,"2022-04-12",first_touch,1.0,Justin Beiber
962,"2021-11-20",first_touch,3.0,Joe Biden
963,"2022-05-28",first_touch,2.0,Kylie Jenner
964,"2021-09-01",first_touch,3.0,Joe Biden
965,"2022-04-05",first_touch,3.0,Joe Biden
966,"2022-05-17",first_touch,1.0,Justin Beiber
967,"2022-04-26",first_touch,1.0,Justin Beiber
968,"2022-01-23",first_touch,2.0,Kylie Jenner
969,"2022-02-24",first_touch,2.0,Kylie Jenner
970,"2022-05-07",first_touch,2.0,Kylie Jenner
970,"2022-03-02",deal,2.0,Kylie Jenner
971,"2021-07-23",first_touch,3.0,Joe Biden
972,"2021-12-01",first_touch,3.0,Joe Biden
972,"2022-04-19",deal,3.0,Joe Biden
973,"2021-05-24",first_touch,3.0,Joe Biden
974,"2021-12-19",first_touch,3.0,Joe Biden
975,"2022-04-05",first_touch,1.0,Justin Beiber
976,"2022-03-07",first_touch,1.0,Justin Beiber
977,"2022-01-29",first_touch,1.0,Justin Beiber
977,"2022-05-24",deal,1.0,Justin Beiber
978,"2022-02-28",first_touch,1.0,Justin Beiber
979,"2022-04-03",first_touch,3.0,Joe Biden
980,"2021-12-31",first_touch,3.0,Joe Biden
